SalesID,Date,ProductID,CustomerID,RegionID,Quantity,UnitPrice,Discount,Amount,Cost
56,2023-01-08,12,177,4,5,673.3,0.0,3366.49,2081.07
57,2023-01-08,48,103,2,4,378.36,0.0,1513.45,1271.19
58,2023-01-08,31,108,3,2,101.45,0.0,202.9,146.73
59,2023-01-08,33,169,4,1,271.5,0.0,271.5,198.05
60,2023-01-08,50,75,2,5,359.26,0.0,1796.29,1243.9
61,2023-01-08,1,128,2,3,377.43,0.0,1132.3,818.72
62,2023-01-08,68,136,3,1,178.1,0.0,178.1,135.37
63,2023-01-09,41,116,1,2,646.93,0.0,1293.86,944.22
64,2023-01-09,6,45,1,1,645.53,0.05,613.26,474.64
65,2023-01-09,67,49,3,1,596.26,0.0,596.26,429.37
66,2023-01-09,30,11,4,3,382.84,0.0,1148.51,705.46
67,2023-01-09,49,50,2,2,334.87,0.05,636.24,527.73
68,2023-01-09,32,19,3,2,400.3,0.0,800.6,624.24
69,2023-01-09,28,127,4,5,547.8,0.1,2465.11,1956.6
70,2023-01-09,11,28,4,2,221.08,0.0,442.16,344.3
71,2023-01-09,69,147,4,3,404.77,0.0,1214.31,1025.05
72,2023-01-09,9,189,3,2,750.23,0.1,1350.41,862.99
73,2023-01-09,68,238,5,4,527.76,0.0,2111.02,1310.66
74,2023-01-09,14,185,1,1,581.64,0.05,552.56,427.46
75,2023-01-10,10,215,5,3,775.77,0.0,2327.32,1533.22
76,2023-01-10,2,95,4,1,387.84,0.05,368.45,299.25
77,2023-01-10,43,15,5,2,394.71,0.0,789.42,639.33
78,2023-01-10,11,152,1,1,597.02,0.15,507.47,321.87
79,2023-01-10,9,248,2,1,539.66,0.15,458.71,324.04
80,2023-01-10,57,16,5,1,412.78,0.1,371.5,302.95
81,2023-01-10,12,228,1,4,567.29,0.05,2155.71,1462.94
82,2023-01-10,21,154,5,2,461.65,0.05,877.13,541.28
83,2023-01-10,72,110,2,2,433.42,0.0,866.84,549.8
84,2023-01-11,51,166,3,2,693.16,0.1,1247.69,895.43
85,2023-01-11,10,104,3,4,212.86,0.1,766.28,519.59
86,2023-01-11,47,245,5,2,709.88,0.05,1348.77,1003.27
87,2023-01-11,69,185,1,3,46.31,0.0,138.93,117.03
88,2023-01-11,61,6,1,2,378.63,0.15,643.67,408.62
89,2023-01-11,41,125,3,1,128.26,0.05,121.84,87.7
90,2023-01-11,63,31,4,2,383.83,0.0,767.66,566.33
91,2023-01-11,10,124,5,5,262.08,0.0,1310.42,848.36
92,2023-01-11,58,96,3,4,106.27,0.1,382.58,281.6
93,2023-01-11,70,71,5,2,793.65,0.0,1587.3,1091.69
94,2023-01-11,43,88,3,2,349.16,0.0,698.33,495.94
95,2023-01-11,45,195,3,1,355.42,0.0,355.42,295.56
96,2023-01-12,19,240,5,4,692.01,0.0,2768.05,1927.82
97,2023-01-12,32,239,1,2,614.88,0.15,1045.3,832.95
98,2023-01-12,46,249,3,1,438.19,0.0,438.19,292.66
99,2023-01-12,49,240,4,3,396.81,0.1,1071.4,748.23
100,2023-01-12,30,196,4,1,437.7,0.05,415.82,342.62
101,2023-01-13,37,94,1,2,243.25,0.1,437.86,282.56
102,2023-01-13,6,71,3,2,585.17,0.0,1170.34,801.93
103,2023-01-13,52,192,4,3,614.37,0.0,1843.1,1533.63
104,2023-01-13,1,8,4,1,57.59,0.15,48.95,30.91
105,2023-01-13,41,126,4,2,477.36,0.1,859.25,581.89
106,2023-01-14,50,250,1,2,693.77,0.0,1387.55,1156.74
107,2023-01-14,63,62,5,1,107.62,0.0,107.62,68.64
108,2023-01-14,36,100,4,1,27.04,0.15,22.98,18.55
109,2023-01-14,10,206,3,4,67.93,0.0,271.72,223.7
110,2023-01-14,65,64,1,3,214.61,0.0,643.83,422.28
111,2023-01-14,52,175,3,1,550.15,0.0,550.15,451.6
112,2023-01-14,65,53,5,2,620.49,0.0,1240.97,923.27
113,2023-01-14,21,227,5,5,126.31,0.05,599.95,409.52
114,2023-01-15,69,219,1,1,80.78,0.0,80.78,49.58
115,2023-01-15,45,49,3,2,157.19,0.1,282.94,219.38
116,2023-01-15,33,102,2,2,74.47,0.0,148.95,110.95
117,2023-01-15,33,95,3,3,720.19,0.05,2052.55,1405.79
118,2023-01-15,60,86,4,1,94.88,0.1,85.39,69.84
119,2023-01-15,9,93,1,2,703.3,0.0,1406.6,1165.8
120,2023-01-16,18,128,5,3,272.05,0.0,816.16,601.03
121,2023-01-16,37,162,5,1,403.84,0.0,403.84,338.98
122,2023-01-16,24,190,4,4,691.32,0.15,2350.48,1943.74
123,2023-01-16,18,111,5,2,396.41,0.0,792.82,633.48
124,2023-01-16,52,220,4,2,215.39,0.1,387.71,245.11
125,2023-01-16,22,143,3,2,173.74,0.0,347.47,221.52
126,2023-01-16,2,176,5,1,553.23,0.0,553.23,396.7
127,2023-01-16,46,59,2,2,372.79,0.05,708.3,439.95
128,2023-01-16,43,223,1,2,754.12,0.0,1508.24,1263.82
129,2023-01-16,32,237,3,2,202.4,0.0,404.8,289.93
130,2023-01-17,16,31,2,1,689.2,0.0,689.2,450.31
131,2023-01-17,65,151,4,2,451.33,0.0,902.67,746.36
132,2023-01-17,20,24,5,1,83.19,0.0,83.19,64.3
133,2023-01-17,39,76,5,2,779.02,0.05,1480.14,1066.06
134,2023-01-17,51,182,5,4,500.03,0.05,1900.13,1316.57
135,2023-01-17,5,117,4,4,159.44,0.1,574.0,366.14
136,2023-01-18,8,161,3,5,510.01,0.0,2550.07,2160.39
137,2023-01-18,36,1,3,1,604.2,0.0,604.2,400.7
138,2023-01-18,66,109,3,1,657.92,0.05,625.02,397.03
139,2023-01-18,74,62,1,2,761.62,0.0,1523.25,1241.03
140,2023-01-18,70,187,4,1,502.05,0.0,502.05,396.51
141,2023-01-18,14,194,2,4,421.38,0.1,1516.97,1271.23
142,2023-01-19,14,19,5,2,141.18,0.0,282.36,178.53
143,2023-01-19,37,195,4,1,126.73,0.15,107.72,65.1
144,2023-01-19,25,32,2,1,169.73,0.05,161.24,124.09
145,2023-01-19,38,10,1,1,127.49,0.05,121.11,86.39
146,2023-01-19,14,112,3,4,270.7,0.05,1028.64,811.9
147,2023-01-19,57,149,4,1,350.53,0.0,350.53,262.71
148,2023-01-19,13,33,5,1,248.12,0.0,248.12,198.84
149,2023-01-19,5,165,4,3,194.03,0.0,582.08,389.2
150,2023-01-19,27,132,1,1,193.16,0.05,183.51,118.35
151,2023-01-19,32,204,3,1,794.88,0.05,755.13,604.63
152,2023-01-20,8,34,5,1,659.68,0.1,593.71,494.59
153,2023-01-20,21,211,2,2,349.63,0.05,664.29,493.65
154,2023-01-20,28,94,3,3,781.81,0.0,2345.42,1521.18
155,2023-01-20,18,215,2,2,281.74,0.0,563.48,399.19
156,2023-01-20,44,73,1,1,450.5,0.0,450.5,326.97
157,2023-01-20,18,243,5,3,88.96,0.05,253.54,207.53
158,2023-01-20,48,177,4,4,728.74,0.0,2914.97,2273.43
159,2023-01-20,25,82,1,2,395.9,0.0,791.8,495.2
160,2023-01-20,6,4,4,3,231.72,0.0,695.17,590.38
161,2023-01-20,27,157,4,3,773.18,0.0,2319.53,1796.75
162,2023-01-20,9,140,2,1,789.98,0.05,750.48,585.42
163,2023-01-20,15,163,5,2,46.85,0.05,89.01,56.23
164,2023-01-21,1,204,5,4,779.81,0.0,3119.24,2591.19
165,2023-01-21,42,37,4,2,598.87,0.0,1197.74,902.24
166,2023-01-21,35,216,4,1,183.36,0.0,183.36,133.68
167,2023-01-21,72,117,3,4,304.17,0.0,1216.7,973.58
168,2023-01-21,43,158,2,2,74.86,0.1,134.75,85.33
169,2023-01-21,74,48,4,3,370.01,0.0,1110.04,894.45
170,2023-01-21,23,14,1,1,196.62,0.0,196.62,125.67
171,2023-01-21,50,109,5,2,611.22,0.05,1161.31,846.25
172,2023-01-21,15,63,5,1,185.61,0.0,185.61,115.76
173,2023-01-21,40,14,3,2,61.69,0.15,104.87,74.04
174,2023-01-22,19,4,3,2,371.32,0.05,705.52,494.58
175,2023-01-22,60,95,1,1,149.77,0.0,149.77,114.5
176,2023-01-22,32,72,2,2,59.82,0.1,107.67,78.52
177,2023-01-22,40,155,1,3,378.51,0.05,1078.74,799.66
178,2023-01-22,32,133,2,4,510.58,0.0,2042.33,1538.11
179,2023-01-22,62,39,1,1,81.33,0.0,81.33,57.72
180,2023-01-22,31,221,3,5,305.94,0.0,1529.68,1072.5
181,2023-01-22,17,99,1,1,448.02,0.0,448.02,346.83
182,2023-01-22,42,153,5,4,87.51,0.05,332.52,220.11
183,2023-01-23,8,81,1,2,772.63,0.05,1467.99,940.05
184,2023-01-23,4,111,1,2,307.34,0.0,614.69,390.24
185,2023-01-23,63,200,5,2,676.0,0.0,1351.99,1029.18
186,2023-01-23,7,243,3,1,522.53,0.05,496.41,368.64
187,2023-01-23,51,22,3,1,127.75,0.05,121.36,75.31
188,2023-01-24,41,219,4,2,456.08,0.0,912.15,680.74
189,2023-01-24,48,121,3,4,77.49,0.0,309.97,205.38
190,2023-01-24,63,73,2,1,463.34,0.1,417.01,254.28
191,2023-01-25,38,46,4,4,228.23,0.0,912.91,751.15
192,2023-01-25,43,122,5,3,533.02,0.05,1519.1,1250.19
193,2023-01-25,69,156,4,1,516.71,0.0,516.71,435.52
194,2023-01-25,44,197,1,2,248.75,0.0,497.5,326.89
195,2023-01-25,1,53,3,1,586.57,0.0,586.57,408.52
196,2023-01-25,60,94,5,2,497.32,0.05,944.9,571.59
197,2023-01-26,55,194,2,3,196.4,0.05,559.75,352.38
198,2023-01-26,61,11,5,2,799.16,0.1,1438.5,1005.9
199,2023-01-26,52,145,2,3,565.74,0.0,1697.23,1422.91
200,2023-01-26,22,60,3,1,272.7,0.0,272.7,185.24
201,2023-01-26,36,177,3,1,381.62,0.0,381.62,320.82
202,2023-01-26,30,85,3,3,591.18,0.0,1773.55,1441.69
203,2023-01-27,8,19,3,3,340.23,0.0,1020.68,838.13
204,2023-01-27,51,144,4,1,764.08,0.0,764.08,603.9
205,2023-01-27,58,248,5,2,166.21,0.15,282.56,225.78
206,2023-01-27,35,142,2,1,403.28,0.1,362.95,300.07
207,2023-01-27,30,63,4,1,740.9,0.0,740.9,568.39
208,2023-01-28,59,141,3,1,92.67,0.0,92.67,65.99
209,2023-01-28,70,126,2,4,617.46,0.0,2469.84,1776.26
210,2023-01-28,8,249,5,1,372.25,0.05,353.64,235.05
211,2023-01-28,51,152,3,1,371.4,0.0,371.4,305.94
212,2023-01-28,39,79,1,2,427.62,0.0,855.24,611.97
213,2023-01-28,70,55,3,1,616.57,0.0,616.57,474.82
214,2023-01-28,52,13,5,3,370.04,0.0,1110.12,817.76
215,2023-01-29,26,54,4,3,762.54,0.0,2287.62,1462.49
216,2023-01-29,60,137,1,1,302.01,0.15,256.71,204.45
217,2023-01-29,19,245,4,2,159.41,0.05,302.88,206.69
218,2023-01-29,44,214,4,3,428.42,0.1,1156.74,743.98
219,2023-01-29,9,41,2,4,474.72,0.0,1898.89,1153.55
220,2023-01-29,42,16,1,2,230.21,0.05,437.41,312.42
221,2023-01-29,38,172,2,4,528.33,0.1,1902.0,1219.91
222,2023-01-29,16,137,4,4,121.01,0.0,484.02,293.61
223,2023-01-30,61,152,5,1,291.71,0.0,291.71,246.23
224,2023-01-30,14,226,1,2,132.3,0.0,264.59,170.66
225,2023-01-30,19,214,3,2,237.36,0.0,474.71,324.92
226,2023-01-31,50,124,3,1,289.2,0.0,289.2,224.26
227,2023-01-31,22,133,1,1,387.08,0.0,387.08,237.01
228,2023-01-31,28,203,5,1,259.94,0.0,259.94,168.81
229,2023-01-31,31,142,2,2,466.24,0.0,932.49,617.3
230,2023-01-31,37,99,4,3,90.81,0.0,272.43,225.2
231,2023-01-31,33,158,1,1,44.85,0.0,44.85,35.76
232,2023-01-31,21,40,3,4,652.77,0.0,2611.09,1924.17
233,2023-01-31,8,66,2,1,388.86,0.0,388.86,297.64
234,2023-01-31,21,138,3,1,289.43,0.0,289.43,230.53
235,2023-01-31,15,24,5,2,148.91,0.15,253.15,196.74
236,2023-01-31,27,89,2,5,459.83,0.0,2299.13,1871.93
237,2023-02-01,33,183,4,3,749.79,0.0,2249.36,1411.02
238,2023-02-01,55,93,4,2,740.76,0.05,1407.45,862.13
239,2023-02-01,6,124,1,2,651.76,0.1,1173.17,964.92
240,2023-02-01,16,232,2,3,127.0,0.0,381.0,232.1
241,2023-02-01,62,142,5,1,87.69,0.05,83.31,64.01
242,2023-02-01,12,20,2,5,123.47,0.1,555.6,371.5
243,2023-02-01,50,5,2,2,201.59,0.1,362.86,246.11
244,2023-02-01,43,126,4,2,420.12,0.1,756.22,467.91
245,2023-02-02,53,170,1,1,372.07,0.0,372.07,314.93
246,2023-02-02,58,222,5,1,36.88,0.15,31.35,24.9
247,2023-02-02,28,156,5,1,123.66,0.05,117.48,83.43
248,2023-02-03,37,91,1,4,185.6,0.0,742.4,481.25
249,2023-02-03,34,187,1,1,89.73,0.1,80.76,56.47
250,2023-02-03,4,155,1,1,571.91,0.1,514.72,420.74
251,2023-02-03,62,225,2,1,630.24,0.0,630.24,422.47
252,2023-02-03,17,161,2,1,645.38,0.1,580.84,388.04
253,2023-02-03,46,176,5,2,243.6,0.15,414.11,318.52
254,2023-02-03,74,22,3,4,155.2,0.1,558.73,343.79
255,2023-02-03,13,248,4,2,319.11,0.0,638.21,507.96
256,2023-02-03,15,249,2,3,36.01,0.0,108.04,74.52
257,2023-02-03,49,149,4,3,750.01,0.0,2250.02,1549.03
258,2023-02-03,65,46,4,4,400.75,0.0,1603.01,1348.8
259,2023-02-04,48,130,5,4,30.93,0.0,123.72,80.59
260,2023-02-04,8,239,5,2,588.27,0.0,1176.54,810.73
261,2023-02-04,28,3,5,4,479.64,0.0,1918.57,1489.99
262,2023-02-04,59,40,5,1,752.28,0.0,752.28,465.96
263,2023-02-04,47,124,3,2,262.37,0.05,498.5,342.62
264,2023-02-04,58,104,2,1,102.44,0.0,102.44,65.42
265,2023-02-04,75,129,5,1,602.96,0.0,602.96,495.63
266,2023-02-05,42,3,2,2,620.88,0.05,1179.67,825.56
267,2023-02-05,53,236,5,3,407.16,0.05,1160.42,733.19
268,2023-02-05,51,242,4,2,672.88,0.0,1345.75,1058.66
269,2023-02-05,43,74,3,1,635.55,0.0,635.55,399.79
270,2023-02-05,37,143,2,2,515.89,0.0,1031.78,842.73
271,2023-02-05,22,42,5,5,689.71,0.0,3448.54,2689.34
272,2023-02-05,74,201,3,1,463.64,0.0,463.64,345.36
273,2023-02-05,28,78,4,1,514.35,0.0,514.35,427.97
274,2023-02-05,32,57,3,1,121.12,0.0,121.12,84.51
275,2023-02-06,7,22,1,4,486.12,0.0,1944.49,1495.03
276,2023-02-06,21,79,1,1,473.65,0.0,473.65,395.5
277,2023-02-06,57,136,2,1,20.26,0.05,19.24,13.83
278,2023-02-07,33,101,3,3,632.85,0.05,1803.61,1179.16
279,2023-02-07,62,139,2,2,783.58,0.05,1488.81,1012.41
280,2023-02-07,4,54,4,4,42.46,0.0,169.85,137.43
281,2023-02-07,61,157,1,1,724.98,0.0,724.98,570.92
282,2023-02-07,66,221,1,1,429.83,0.0,429.83,305.06
283,2023-02-07,40,248,5,5,367.42,0.05,1745.24,1119.26
284,2023-02-07,69,13,2,1,484.38,0.0,484.38,374.02
285,2023-02-07,48,240,5,2,595.33,0.1,1071.59,838.28
286,2023-02-07,63,208,5,3,577.87,0.0,1733.6,1163.64
287,2023-02-07,62,78,5,2,655.97,0.15,1115.15,939.27
288,2023-02-08,46,124,4,1,216.26,0.05,205.45,138.3
289,2023-02-08,21,4,2,1,459.58,0.05,436.6,272.66
290,2023-02-08,11,44,2,1,739.99,0.05,702.99,552.19
291,2023-02-08,39,172,4,3,304.37,0.0,913.12,549.95
292,2023-02-08,69,66,2,3,186.52,0.05,531.58,405.77
293,2023-02-08,72,132,2,1,468.16,0.0,468.16,313.74
294,2023-02-08,14,133,2,3,595.01,0.1,1606.54,1265.97
295,2023-02-08,26,74,2,1,290.09,0.0,290.09,245.45
296,2023-02-08,54,91,1,2,479.38,0.05,910.83,580.03
297,2023-02-08,60,86,2,2,318.58,0.0,637.17,398.35
298,2023-02-09,44,178,4,1,256.97,0.05,244.12,190.59
299,2023-02-09,28,163,1,4,566.05,0.0,2264.2,1489.35
300,2023-02-09,62,79,4,1,632.06,0.1,568.86,418.96
301,2023-02-09,54,112,3,3,663.18,0.0,1989.53,1307.85
302,2023-02-09,15,94,2,2,234.49,0.0,468.98,338.99
303,2023-02-09,61,118,2,2,382.87,0.05,727.45,449.66
304,2023-02-09,34,172,3,1,797.96,0.0,797.96,630.76
305,2023-02-09,3,68,4,3,196.39,0.0,589.18,417.72
306,2023-02-09,66,107,3,1,704.78,0.0,704.78,496.41
307,2023-02-10,35,164,5,1,526.36,0.05,500.04,326.4
308,2023-02-10,17,8,4,3,579.4,0.0,1738.21,1355.6
309,2023-02-10,2,104,2,1,22.68,0.05,21.55,15.53
310,2023-02-10,7,159,4,4,407.17,0.0,1628.69,1263.98
311,2023-02-10,41,210,1,5,409.59,0.0,2047.97,1498.96
312,2023-02-10,46,84,3,2,411.65,0.0,823.3,529.12
313,2023-02-10,2,183,4,1,40.64,0.0,40.64,30.27
314,2023-02-10,69,52,1,4,70.87,0.1,255.13,172.07
315,2023-02-10,31,22,3,4,685.0,0.1,2465.99,1855.06
316,2023-02-10,33,100,1,2,646.19,0.05,1227.75,962.21
317,2023-02-10,50,68,2,2,276.7,0.0,553.39,340.18
318,2023-02-11,32,90,5,3,153.37,0.0,460.1,285.78
319,2023-02-11,13,193,1,1,640.74,0.05,608.71,440.46
320,2023-02-11,5,195,1,2,693.73,0.0,1387.46,895.93
321,2023-02-11,67,88,1,3,408.67,0.1,1103.4,691.45
322,2023-02-11,46,182,5,1,262.76,0.1,236.48,190.65
323,2023-02-12,28,93,4,1,783.65,0.0,783.65,653.17
324,2023-02-12,26,131,2,1,159.27,0.0,159.27,125.74
325,2023-02-12,6,151,5,2,620.92,0.0,1241.83,847.13
326,2023-02-12,58,8,2,1,516.25,0.05,490.43,329.4
327,2023-02-12,47,223,3,2,373.21,0.1,671.77,444.38
328,2023-02-12,53,219,2,1,552.97,0.05,525.33,427.79
329,2023-02-12,42,197,4,1,260.71,0.05,247.68,209.71
330,2023-02-12,60,3,3,1,313.22,0.0,313.22,200.58
331,2023-02-13,26,210,3,1,233.71,0.05,222.02,184.39
332,2023-02-13,65,33,2,1,50.32,0.0,50.32,39.39
333,2023-02-13,63,222,4,2,381.27,0.1,686.28,451.72
334,2023-02-13,54,18,3,2,334.24,0.05,635.05,519.8
335,2023-02-13,7,140,2,1,79.45,0.05,75.48,62.37
336,2023-02-13,54,94,2,2,558.0,0.0,1116.01,864.38
337,2023-02-13,23,155,5,1,578.19,0.05,549.28,460.68
338,2023-02-13,52,28,3,3,429.36,0.0,1288.09,981.49
339,2023-02-13,10,191,3,2,385.8,0.1,694.44,543.15
340,2023-02-13,32,233,1,1,518.3,0.0,518.3,329.22
341,2023-02-13,46,78,5,3,218.42,0.0,655.25,551.43
342,2023-02-13,69,149,2,4,64.93,0.0,259.72,213.12
343,2023-02-14,32,223,2,2,443.7,0.0,887.4,608.59
344,2023-02-14,5,211,4,4,660.37,0.05,2509.39,1885.46
345,2023-02-14,55,130,3,4,110.55,0.05,420.08,319.3
346,2023-02-14,52,96,4,2,743.94,0.1,1339.1,860.09
347,2023-02-14,30,48,3,1,704.72,0.0,704.72,543.82
348,2023-02-15,60,59,1,1,710.25,0.05,674.74,444.27
349,2023-02-15,3,79,4,1,756.85,0.0,756.85,553.51
350,2023-02-15,53,108,1,2,375.19,0.05,712.86,519.7
351,2023-02-15,45,80,3,2,781.78,0.0,1563.55,1031.83
352,2023-02-15,27,77,1,1,436.47,0.0,436.47,280.75
353,2023-02-15,68,80,4,4,134.96,0.0,539.84,389.42
354,2023-02-15,61,144,5,1,768.41,0.0,768.41,525.65
355,2023-02-15,69,173,2,4,762.01,0.0,3048.03,2552.21
356,2023-02-15,53,164,4,4,128.65,0.0,514.61,409.05
357,2023-02-15,41,168,5,3,292.13,0.0,876.4,730.85
358,2023-02-15,43,111,2,1,73.26,0.05,69.6,45.09
359,2023-02-15,31,98,2,1,614.72,0.05,583.98,416.96
360,2023-02-15,42,80,4,1,300.21,0.0,300.21,252.79
361,2023-02-16,44,68,2,1,317.66,0.05,301.77,245.81
362,2023-02-16,70,92,4,1,51.59,0.0,51.59,38.28
363,2023-02-16,61,171,3,1,173.07,0.0,173.07,122.15
364,2023-02-16,71,201,3,1,482.62,0.1,434.36,295.23
365,2023-02-16,42,96,4,1,66.83,0.0,66.83,51.53
366,2023-02-17,38,145,3,2,685.02,0.0,1370.04,1060.7
367,2023-02-17,34,176,5,1,709.26,0.0,709.26,443.49
368,2023-02-17,11,113,3,3,167.48,0.05,477.33,391.92
369,2023-02-17,71,157,4,3,394.02,0.0,1182.05,919.74
370,2023-02-17,3,222,1,1,451.14,0.0,451.14,352.38
371,2023-02-17,50,34,4,1,346.97,0.0,346.97,213.45
372,2023-02-17,72,14,4,1,157.15,0.1,141.44,89.27
373,2023-02-17,17,53,1,1,123.48,0.0,123.48,77.28
374,2023-02-18,45,182,1,2,219.95,0.0,439.9,336.92
375,2023-02-18,72,42,1,2,76.02,0.05,144.43,92.14
376,2023-02-18,4,17,1,1,302.94,0.0,302.94,189.32
377,2023-02-18,56,83,1,2,662.23,0.0,1324.47,1084.02
378,2023-02-18,14,217,4,2,574.82,0.0,1149.64,792.56
379,2023-02-18,49,211,3,3,521.63,0.0,1564.88,1309.64
380,2023-02-18,52,70,2,2,767.0,0.0,1534.0,1196.25
381,2023-02-18,49,93,3,2,59.98,0.0,119.96,100.37
382,2023-02-18,17,197,2,1,338.82,0.0,338.82,281.31
383,2023-02-18,27,37,5,4,761.33,0.0,3045.32,2143.07
384,2023-02-19,11,191,1,2,566.53,0.0,1133.05,960.56
385,2023-02-19,17,66,5,1,506.42,0.0,506.42,315.28
386,2023-02-19,20,136,5,1,514.21,0.05,488.5,301.9
387,2023-02-19,72,52,5,3,760.53,0.0,2281.58,1780.78
388,2023-02-19,51,55,5,2,326.61,0.05,620.56,378.98
389,2023-02-19,17,110,4,1,120.4,0.0,120.4,80.73
390,2023-02-19,4,171,1,2,255.29,0.05,485.05,407.23
391,2023-02-19,30,118,5,2,60.74,0.0,121.48,96.3
392,2023-02-19,41,219,4,2,209.2,0.0,418.4,347.05
393,2023-02-19,2,89,3,3,660.52,0.0,1981.57,1358.48
394,2023-02-20,12,93,1,3,234.31,0.15,597.49,465.79
395,2023-02-20,60,109,1,1,241.49,0.0,241.49,196.85
396,2023-02-20,39,241,1,2,299.65,0.1,539.37,457.61
397,2023-02-20,46,99,2,2,273.48,0.0,546.95,345.62
398,2023-02-20,49,232,5,4,669.58,0.1,2410.5,1998.91
399,2023-02-20,1,102,3,3,633.76,0.0,1901.27,1372.44
400,2023-02-20,34,163,3,4,404.99,0.1,1457.95,1175.83
401,2023-02-20,45,236,2,2,430.31,0.1,774.57,477.18
402,2023-02-20,41,231,1,3,552.5,0.05,1574.63,1246.28
403,2023-02-20,16,108,2,1,221.84,0.0,221.84,147.32
404,2023-02-20,72,240,1,1,287.78,0.0,287.78,226.97
405,2023-02-20,9,154,1,4,378.78,0.0,1515.13,967.9
406,2023-02-20,64,172,1,4,118.54,0.0,474.16,400.57
407,2023-02-20,41,68,3,1,262.92,0.0,262.92,158.8
408,2023-02-21,14,236,2,2,755.71,0.0,1511.42,981.27
409,2023-02-21,5,188,2,3,593.79,0.0,1781.36,1233.4
410,2023-02-21,46,169,2,1,645.57,0.1,581.02,349.82
411,2023-02-21,18,91,4,3,556.66,0.0,1669.97,1091.64
412,2023-02-21,32,70,4,1,36.84,0.05,34.99,28.78
413,2023-02-21,5,4,1,1,131.75,0.05,125.16,79.56
414,2023-02-21,65,173,1,1,615.22,0.05,584.46,368.51
